RRUFFID,normalized_formula_df_rruff,normalized_formula_df_cod,composition_df,cod_id
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001173
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001258
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001259
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9011035
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9015777
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",2107235
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1557942
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016764
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016765
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1000034
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000361
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000362
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001171
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001172
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001173
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001258
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001259
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9011035
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9015777
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",2107235
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1557942
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016764
R060193,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016765
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1000034
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000361
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000362
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001171
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001172
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001173
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001258
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001259
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9011035
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9015777
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",2107235
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1557942
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016764
R060221,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016765
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1000034
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000361
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000362
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001171
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001172
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001173
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001258
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001259
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9011035
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9015777
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",2107235
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1557942
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016764
R060275,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016765
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1000034
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000361
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000362
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001171
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001172
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001173
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001258
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001259
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9011035
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9015777
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",2107235
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1557942
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016764
R070598,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016765
R050654,Sb,Sb,{'Sb': 1.0},5000214
R050654,Sb,Sb,{'Sb': 1.0},8100523
R050654,Sb,Sb,{'Sb': 1.0},9008575
R050654,Sb,Sb,{'Sb': 1.0},9009653
R050654,Sb,Sb,{'Sb': 1.0},9009654
R050654,Sb,Sb,{'Sb': 1.0},9009655
R050654,Sb,Sb,{'Sb': 1.0},9011889
R050654,Sb,Sb,{'Sb': 1.0},9012599
R050654,Sb,Sb,{'Sb': 1.0},9013008
R050654,Sb,Sb,{'Sb': 1.0},9013009
R050654,Sb,Sb,{'Sb': 1.0},9013010
R050654,Sb,Sb,{'Sb': 1.0},9013011
R050654,Sb,Sb,{'Sb': 1.0},9013012
R050654,Sb,Sb,{'Sb': 1.0},9013013
R050654,Sb,Sb,{'Sb': 1.0},9013394
R050654,Sb,Sb,{'Sb': 1.0},9013395
R050654,Sb,Sb,{'Sb': 1.0},9013396
R050654,Sb,Sb,{'Sb': 1.0},9013397
R050654,Sb,Sb,{'Sb': 1.0},9013464
R050654,Sb,Sb,{'Sb': 1.0},9013495
R050654,Sb,Sb,{'Sb': 1.0},7203815
R050654,Sb,Sb,{'Sb': 1.0},1512538
R050654,Sb,Sb,{'Sb': 1.0},2310879
R050654,Sb,Sb,{'Sb': 1.0},2310880
R050654,Sb,Sb,{'Sb': 1.0},1539203
R050654,Sb,Sb,{'Sb': 1.0},7245303
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1010928
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1010962
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",2100187
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",2100189
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",2100992
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",2103119
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",5000085
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",6000259
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",6000737
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000095
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000226
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000229
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000965
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000966
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000967
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000968
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000969
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000970
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9007286
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9007475
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9007687
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9007689
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9009667
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9009668
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9013565
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9013799
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9013800
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9013801
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",3000000
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",4502441
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",4502443
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",4001361
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",4001363
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",7020139
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014216
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014344
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014355
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014415
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014524
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014611
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014701
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014744
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014772
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014838
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014877
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014891
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014935
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014943
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015066
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015073
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015149
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015152
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015390
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015448
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015460
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015481
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015510
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015561
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015593
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015691
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015761
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015835
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015851
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015893
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015898
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015969
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016017
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016020
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016022
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016071
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016146
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016151
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016179
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016200
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016215
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016223
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016232
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016240
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016464
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016526
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016547
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016600
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016705
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9016706
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",7022027
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",2106394
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",2310543
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",8103713
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547350
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547351
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547352
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547353
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547370
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547371
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547372
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547373
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547374
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547375
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547376
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547377
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547378
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547379
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547380
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547381
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1547382
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9017408
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9017409
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9017410
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9017411
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9017412
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9017413
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9017414
R040078,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9017415
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1010928
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",1010962
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",2100187
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",2100189
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",2100992
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",2103119
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",5000085
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",6000259
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",6000737
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000095
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000226
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000229
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000965
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000966
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000967
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000968
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000969
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9000970
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9007286
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9007475
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9007687
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9007689
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9009667
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9009668
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9013565
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9013799
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9013800
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9013801
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",3000000
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",4502441
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",4502443
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",4001361
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",4001363
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",7020139
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014216
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014344
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014355
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014415
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014524
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014611
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014701
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014744
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014772
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014838
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014877
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014891
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014935
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9014943
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015066
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015073
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015149
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015152
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015390
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015448
R060195,CaCO3,CCaO3,"{'Ca': 1.0, 'C': 1.0, 'O': 3.0}",9015460
