RRUFFID,normalized_formula_df_rruff,normalized_formula_df_cod,composition_df,cod_id
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001837
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001838
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001839
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001840
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003985
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003986
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003987
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003988
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003989
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003990
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003991
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003992
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003993
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003994
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003995
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003996
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003997
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006525
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006526
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006527
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006528
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006529
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2310328
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2310329
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2310330
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1532332
R050450,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1542089
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1008755
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1008759
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1010329
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1010924
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1010987
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1011204
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2101671
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000710
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000711
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000712
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000713
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000714
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000715
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000716
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000717
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000718
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000719
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000720
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000721
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000722
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000919
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000920
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000921
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000922
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001408
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001831
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001832
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001833
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001834
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001835
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001836
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001837
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001838
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001839
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001840
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003985
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003986
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003987
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003988
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003989
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003990
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003991
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003992
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003993
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003994
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003995
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003996
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003997
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006525
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006526
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006527
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006528
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006529
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2310328
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2310329
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2310330
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1532332
R060080,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1542089
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1008755
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1008759
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1010329
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1010924
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1010987
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1011204
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2101671
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000710
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000711
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000712
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000713
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000714
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000715
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000716
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000717
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000718
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000719
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000720
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000721
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000722
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000919
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000920
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000921
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9000922
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001408
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001831
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001832
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001833
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001834
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001835
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001836
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001837
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001838
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001839
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9001840
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003985
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003986
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003987
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003988
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003989
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003990
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003991
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003992
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003993
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003994
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003995
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003996
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9003997
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006525
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006526
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006527
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006528
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",9006529
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2310328
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2310329
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",2310330
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1532332
R060787,Al2OSiO4,Al2O5Si,"{'Al': 2.0, 'O': 5.0, 'Si': 1.0}",1542089
R040004,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",1010950
R040004,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",9000652
R040004,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",9004484
R040004,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",9015524
R040004,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",1528837
R050052,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",1010950
R050052,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",9000652
R050052,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",9004484
R050052,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",9015524
R050052,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",1528837
R050408,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",1010950
R050408,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",9000652
R050408,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",9004484
R050408,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",9015524
R050408,PbSO4,O4PbS,"{'Pb': 1.0, 'S': 1.0, 'O': 4.0}",1528837
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",5000040
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",6000693
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9003568
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9003569
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9004096
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9012207
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",1537315
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9016737
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017207
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017279
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017297
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017312
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017401
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017404
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017809
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017810
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017811
R040012,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017826
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",5000040
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",6000693
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9003568
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9003569
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9004096
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9012207
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",1537315
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9016737
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017207
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017279
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017297
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017312
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017401
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017404
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017809
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017810
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017811
R040061,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017826
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",5000040
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",6000693
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9003568
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9003569
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9004096
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9012207
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",1537315
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9016737
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017207
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017279
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017297
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017312
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017401
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017404
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017809
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017810
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017811
R061102,CaSO4,CaO4S,"{'Ca': 1.0, 'S': 1.0, 'O': 4.0}",9017826
R060688,Cu7S4,Cu7S4,"{'Cu': 7.0, 'S': 4.0}",9007514
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1000034
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000361
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000362
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001171
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001172
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001173
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001258
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001259
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9011035
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9015777
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",2107235
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1557942
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016764
R040059,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016765
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1000034
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000361
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000362
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001171
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001172
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001173
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001258
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001259
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9011035
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9015777
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",2107235
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1557942
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016764
R050104,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9016765
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",1000034
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000361
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9000362
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001171
R060082,CaAl2Si2O8,Al2CaO8Si2,"{'Ca': 1.0, 'Al': 2.0, 'Si': 2.0, 'O': 8.0}",9001172
